Date,Delay (minutes),Delay (%),Airport,Abbreviation
October 2018,82.37,15.33,"Portland, ME: Portland International Jetport",PWM
November 2018,100.27,19.29,"Portland, ME: Portland International Jetport",PWM
December 2018,86.66,16.02,"Portland, ME: Portland International Jetport",PWM
January 2019,81.17,14.79,"Portland, ME: Portland International Jetport",PWM
February 2019,75.3,15.22,"Portland, ME: Portland International Jetport",PWM
March 2019,81.88,15.8,"Portland, ME: Portland International Jetport",PWM
April 2019,89.8,17.7,"Portland, ME: Portland International Jetport",PWM
May 2019,84.38,15.91,"Portland, ME: Portland International Jetport",PWM
June 2019,81.64,21.25,"Portland, ME: Portland International Jetport",PWM
July 2019,108.26,19.29,"Portland, ME: Portland International Jetport",PWM
August 2019,114.72,22.56,"Portland, ME: Portland International Jetport",PWM
September 2019,72.17,17.06,"Portland, ME: Portland International Jetport",PWM
October 2019,73.35,15.71,"Portland, ME: Portland International Jetport",PWM
November 2019,74.02,11.96,"Portland, ME: Portland International Jetport",PWM
December 2019,89.88,18.66,"Portland, ME: Portland International Jetport",PWM
January 2020,66.33,15.85,"Portland, ME: Portland International Jetport",PWM
February 2020,76.58,13.44,"Portland, ME: Portland International Jetport",PWM
March 2020,87.49,7.52,"Portland, ME: Portland International Jetport",PWM
April 2020,119.4,2.56,"Portland, ME: Portland International Jetport",PWM
May 2020,86.22,4.29,"Portland, ME: Portland International Jetport",PWM
June 2020,48.2,1.89,"Portland, ME: Portland International Jetport",PWM
July 2020,64.64,5.53,"Portland, ME: Portland International Jetport",PWM
August 2020,74.06,5.21,"Portland, ME: Portland International Jetport",PWM
September 2020,80.78,1.96,"Portland, ME: Portland International Jetport",PWM
October 2020,166.5,3.8,"Portland, ME: Portland International Jetport",PWM
November 2020,94.15,4.65,"Portland, ME: Portland International Jetport",PWM
December 2020,130.26,9.27,"Portland, ME: Portland International Jetport",PWM
January 2021,114.05,4.63,"Portland, ME: Portland International Jetport",PWM
February 2021,70.46,7.36,"Portland, ME: Portland International Jetport",PWM
March 2021,70.83,6.97,"Portland, ME: Portland International Jetport",PWM
April 2021,109.49,8.45,"Portland, ME: Portland International Jetport",PWM
May 2021,85.86,8.22,"Portland, ME: Portland International Jetport",PWM
June 2021,76.67,18.07,"Portland, ME: Portland International Jetport",PWM
July 2021,89.74,24.88,"Portland, ME: Portland International Jetport",PWM
August 2021,76.98,22.84,"Portland, ME: Portland International Jetport",PWM
September 2021,65.39,16.7,"Portland, ME: Portland International Jetport",PWM
October 2021,60.89,15.31,"Portland, ME: Portland International Jetport",PWM
November 2021,83.04,14.82,"Portland, ME: Portland International Jetport",PWM
December 2021,96.1,17.64,"Portland, ME: Portland International Jetport",PWM
January 2022,94.89,17.15,"Portland, ME: Portland International Jetport",PWM
February 2022,72.51,17.91,"Portland, ME: Portland International Jetport",PWM
March 2022,70.74,19.07,"Portland, ME: Portland International Jetport",PWM
April 2022,82.39,22.49,"Portland, ME: Portland International Jetport",PWM
May 2022,115.62,24.57,"Portland, ME: Portland International Jetport",PWM
June 2022,90.78,22.41,"Portland, ME: Portland International Jetport",PWM
July 2022,81.94,23.36,"Portland, ME: Portland International Jetport",PWM
August 2022,91.47,23.22,"Portland, ME: Portland International Jetport",PWM
September 2022,54.94,18.26,"Portland, ME: Portland International Jetport",PWM
October 2022,93.59,18.39,"Portland, ME: Portland International Jetport",PWM
November 2022,70.28,10.81,"Portland, ME: Portland International Jetport",PWM
December 2022,90.22,22.13,"Portland, ME: Portland International Jetport",PWM
January 2023,92.63,16.57,"Portland, ME: Portland International Jetport",PWM
February 2023,80.85,12.42,"Portland, ME: Portland International Jetport",PWM
March 2023,101.4,12.09,"Portland, ME: Portland International Jetport",PWM
April 2023,79.01,14.32,"Portland, ME: Portland International Jetport",PWM
May 2023,67.56,8.47,"Portland, ME: Portland International Jetport",PWM
June 2023,84.04,21.14,"Portland, ME: Portland International Jetport",PWM
July 2023,84.57,26.55,"Portland, ME: Portland International Jetport",PWM
August 2023,95.1,21.58,"Portland, ME: Portland International Jetport",PWM
September 2023,100.62,19.19,"Portland, ME: Portland International Jetport",PWM
October 2023,62.82,12.94,"Portland, ME: Portland International Jetport",PWM
November 2023,99.26,6.39,"Portland, ME: Portland International Jetport",PWM
December 2023,124.16,11.3,"Portland, ME: Portland International Jetport",PWM
January 2024,129.63,18.36,"Portland, ME: Portland International Jetport",PWM
February 2024,83.6,10.96,"Portland, ME: Portland International Jetport",PWM
March 2024,97.62,14.14,"Portland, ME: Portland International Jetport",PWM
April 2024,107.44,12.97,"Portland, ME: Portland International Jetport",PWM
May 2024,97.6,16.14,"Portland, ME: Portland International Jetport",PWM
June 2024,101.6,20.86,"Portland, ME: Portland International Jetport",PWM
July 2024,87.97,23.33,"Portland, ME: Portland International Jetport",PWM
August 2024,79.98,21.57,"Portland, ME: Portland International Jetport",PWM
January 2000,55.99,22.22,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2000,51.55,19.3,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2000,42.84,18.41,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2000,48.45,19.08,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2000,58.03,21.47,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2000,60.86,27.94,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2000,57.48,24.0,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2000,55.05,25.47,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2000,43.37,16.06,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2000,44.72,17.44,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2000,42.95,17.63,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2000,48.78,27.99,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2001,41.74,19.29,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2001,48.43,16.89,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2001,46.05,20.3,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2001,44.79,14.76,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2001,44.93,15.12,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2001,58.94,20.38,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2001,54.87,16.14,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2001,63.69,20.74,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2001,49.34,13.26,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2001,37.16,20.67,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2001,39.35,19.03,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2001,41.61,22.19,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2002,38.02,16.03,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2002,40.39,13.76,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2002,39.85,20.43,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2002,49.71,16.36,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2002,46.97,21.9,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2002,53.56,27.38,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2002,48.89,25.25,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2002,50.79,20.14,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2002,44.7,11.0,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2002,41.6,13.48,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2002,43.84,14.37,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2002,58.73,22.89,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2003,45.91,14.37,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2003,51.82,16.98,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2003,45.95,14.08,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2003,40.65,10.49,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2003,44.88,12.87,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2003,50.15,14.53,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2003,59.4,18.32,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2003,59.07,20.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2003,45.48,10.11,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2003,42.47,13.0,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2003,45.75,14.61,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2003,45.87,19.56,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2004,46.05,17.42,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2004,41.71,16.22,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2004,39.55,17.37,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2004,40.59,18.32,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2004,53.38,22.85,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2004,54.98,22.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2004,60.75,23.58,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2004,52.38,19.55,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2004,46.12,11.47,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2004,39.37,12.32,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2004,43.16,14.79,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2004,48.71,22.95,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2005,49.79,22.71,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2005,45.76,17.07,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2005,50.28,19.06,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2005,45.82,12.59,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2005,41.28,14.09,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2005,59.51,24.43,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2005,60.25,27.79,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2005,50.89,22.48,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2005,41.99,13.1,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2005,41.93,18.23,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2005,44.05,19.03,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2005,43.73,23.3,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2006,48.28,18.09,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2006,43.64,19.17,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2006,41.81,18.13,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2006,46.28,18.74,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2006,44.71,21.43,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2006,64.08,29.66,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2006,54.25,25.52,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2006,49.83,19.56,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2006,52.04,17.16,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2006,45.4,17.55,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2006,50.13,18.42,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2006,48.19,19.76,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2007,44.15,14.93,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2007,55.07,20.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2007,50.17,21.08,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2007,45.81,19.28,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2007,46.44,20.75,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2007,63.55,31.56,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2007,62.78,31.12,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2007,58.47,27.89,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2007,42.91,14.03,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2007,47.25,17.41,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2007,44.25,14.71,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2007,47.94,25.42,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2008,47.88,18.87,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2008,50.0,24.34,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2008,49.9,22.19,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2008,47.59,18.13,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2008,49.95,13.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2008,71.99,26.24,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2008,76.57,22.48,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2008,57.0,18.89,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2008,47.27,11.22,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2008,41.56,11.21,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2008,49.76,12.41,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2008,53.01,27.25,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2009,46.4,19.56,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2009,44.58,11.71,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2009,47.65,16.45,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2009,51.34,17.23,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2009,50.34,18.88,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2009,62.06,24.58,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2009,54.63,24.34,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2009,58.41,24.35,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2009,42.65,13.97,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2009,41.74,19.28,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2009,39.89,13.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2009,51.86,27.65,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2010,45.11,22.01,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2010,50.99,19.01,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2010,48.2,25.05,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2010,47.8,15.95,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2010,49.79,20.78,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2010,57.48,27.12,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2010,57.56,28.77,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2010,50.79,23.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2010,45.09,13.63,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2010,40.51,20.92,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2010,39.44,18.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2010,44.48,31.33,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2011,44.72,26.37,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2011,47.44,20.26,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2011,50.6,18.87,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2011,55.05,26.57,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2011,51.75,26.74,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2011,57.77,21.32,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2011,62.03,22.21,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2011,67.79,24.5,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2011,55.27,20.7,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2011,42.73,18.08,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2011,46.7,11.91,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2011,45.19,11.29,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2012,47.89,13.27,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2012,45.08,9.95,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2012,44.12,16.01,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2012,46.09,13.21,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2012,47.7,23.55,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2012,55.67,23.4,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2012,60.25,30.77,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2012,56.47,27.78,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2012,55.44,19.06,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2012,43.7,21.64,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2012,48.35,20.71,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2012,56.21,27.21,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2013,47.37,15.59,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2013,44.12,16.07,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2013,49.67,20.23,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2013,50.77,20.61,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2013,52.92,25.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2013,62.64,35.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2013,53.43,34.54,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2013,43.54,26.39,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2013,48.49,20.1,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2013,42.2,21.91,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2013,40.35,23.33,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2013,49.87,41.24,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2014,58.33,38.85,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2014,47.19,28.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2014,46.29,29.05,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2014,43.96,26.32,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2014,49.75,30.58,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2014,59.0,30.28,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2014,61.71,31.93,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2014,50.12,26.6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2014,50.28,19.91,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2014,44.33,22.38,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2014,47.96,18.6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2014,45.19,23.55,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2015,51.14,23.38,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2015,54.21,25.26,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2015,54.48,25.08,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2015,48.82,19.26,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2015,54.43,21.17,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2015,65.41,31.39,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2015,56.66,33.02,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2015,59.92,26.28,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2015,56.19,18.4,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2015,48.59,17.58,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2015,45.09,16.92,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2015,49.96,24.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2016,43.85,14.97,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2016,55.72,15.36,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2016,46.82,17.43,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2016,45.81,16.87,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2016,48.77,16.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2016,60.03,24.14,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2016,71.02,28.13,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2016,61.91,20.49,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2016,51.57,12.43,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2016,50.09,9.79,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2016,42.58,12.63,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2016,55.27,21.37,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2017,52.21,18.78,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2017,52.88,11.73,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2017,48.98,15.89,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2017,58.52,18.68,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2017,55.38,20.69,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2017,62.82,26.14,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2017,57.16,26.44,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2017,58.84,24.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2017,49.92,12.62,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2017,46.26,12.3,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2017,45.45,11.72,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2017,48.16,22.43,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2018,53.35,18.28,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2018,53.41,15.04,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2018,49.15,16.65,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2018,52.04,20.18,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2018,64.15,23.59,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2018,60.47,24.45,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2018,62.53,30.22,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2018,60.37,24.46,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2018,60.6,15.12,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2018,53.46,12.74,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2018,62.24,17.94,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2018,55.7,25.04,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2019,54.45,16.47,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2019,65.15,21.2,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2019,53.46,16.4,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2019,55.65,19.21,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2019,59.14,22.97,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
June 2019,57.85,23.81,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
July 2019,70.49,25.47,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
August 2019,62.33,24.59,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
September 2019,48.11,11.73,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
October 2019,51.67,17.16,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
November 2019,48.08,17.23,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
December 2019,46.43,26.52,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
January 2020,49.34,13.71,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
February 2020,53.77,14.6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
March 2020,45.36,7.38,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
April 2020,45.6,2.02,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
May 2020,35.41,6.58,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
