Date,Airport,Airport Code,Delay Minutes,Airport Delay %
September 2013,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,70.67,9.95
October 2013,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,60.24,10.6
November 2013,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,71.63,10.44
December 2013,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,73.45,19.14
January 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,77.78,24.62
February 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,64.86,18.27
March 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,65.1,14.72
April 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.3,16.71
May 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,79.0,17.28
June 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.9,22.53
July 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,62.52,16.85
August 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,71.95,15.24
September 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,61.54,16.26
October 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,67.99,15.36
November 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,62.01,16.23
December 2014,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,61.68,17.29
January 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,63.92,16.58
February 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,66.1,23.3
March 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,63.84,15.69
April 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.98,14.05
May 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,69.34,15.05
June 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,77.42,21.12
July 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,81.9,20.38
August 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,65.84,14.32
September 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,67.76,11.84
October 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,53.15,10.58
November 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.6,11.12
December 2015,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,83.14,16.08
January 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,70.71,12.77
February 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,90.11,12.94
March 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,81.65,13.53
April 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.01,12.89
May 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,73.58,13.66
June 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,77.45,14.05
July 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,86.29,17.17
August 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.62,19.37
September 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,73.29,13.27
October 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.64,10.98
November 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,62.73,8.27
December 2016,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,96.61,16.59
January 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,78.4,14.9
February 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,71.48,14.14
March 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,57.24,12.97
April 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,91.95,18.44
May 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,62.55,17.53
June 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.49,17.92
July 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,87.65,21.64
August 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,81.94,15.76
September 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,74.9,10.29
October 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,79.28,11.16
November 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,78.62,10.13
December 2017,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.03,15.68
January 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,67.43,17.1
February 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,71.19,17.21
March 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,68.51,14.12
April 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,75.54,15.5
May 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,82.9,17.89
June 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,75.66,22.63
July 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.65,21.73
August 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.85,19.52
September 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,75.4,14.9
October 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,65.79,13.43
November 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,66.66,16.88
December 2018,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,60.32,14.64
January 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,70.59,19.37
February 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.01,19.16
March 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,84.27,14.39
April 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,75.91,17.21
May 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,78.81,18.84
June 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,82.08,25.48
July 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,84.92,19.09
August 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,73.22,20.35
September 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,79.44,12.66
October 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,71.85,15.25
November 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,73.86,12.76
December 2019,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,68.17,19.94
January 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,74.83,10.86
February 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,77.5,15.92
March 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,74.54,7.6
April 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,70.4,3.42
May 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.32,5.94
June 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,50.37,5.61
July 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,82.12,8.98
August 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,61.31,7.93
September 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,82.15,5.0
October 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,84.36,7.77
November 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,100.23,5.14
December 2020,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,62.72,11.1
January 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,64.86,7.34
February 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,78.76,11.72
March 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.0,9.25
April 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,63.84,10.88
May 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,68.25,12.86
June 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.69,26.34
July 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,82.94,22.5
August 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.5,17.51
September 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,58.15,13.49
October 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,66.81,17.46
November 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,64.54,13.18
December 2021,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.7,16.57
January 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,73.0,14.78
February 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.08,16.45
March 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,66.75,17.6
April 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,69.91,17.36
May 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,74.61,18.61
June 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.65,20.91
July 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,70.59,20.39
August 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.22,16.69
September 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,77.41,11.91
October 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,67.19,13.91
November 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,64.62,15.16
December 2022,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,87.88,22.72
January 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.89,18.43
February 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,74.78,13.05
March 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,86.29,16.75
April 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,78.9,16.39
May 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,68.58,14.15
June 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,76.35,22.03
July 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,89.48,28.55
August 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,83.43,18.26
September 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,82.48,14.1
October 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,66.4,12.0
November 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,72.61,10.01
December 2023,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,64.3,11.74
January 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,86.81,17.0
February 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,61.72,10.98
March 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,74.19,14.76
April 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,77.81,15.33
May 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,79.14,20.65
June 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,84.89,20.02
July 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,96.38,25.16
August 2024,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CVG,80.84,19.87
January 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.68,13.56
February 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.57,11.51
March 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,44.9,12.08
April 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,50.06,13.51
May 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,71.23,12.3
June 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,69.13,18.28
July 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.37,16.19
August 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.49,14.1
September 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,51.4,11.33
October 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.82,11.84
November 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.61,15.01
December 2000,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.87,24.25
January 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,43.54,11.64
February 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,50.43,14.42
March 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,51.15,10.95
April 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,43.78,8.06
May 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,44.2,10.81
June 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.07,14.93
July 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.24,14.73
August 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.3,13.6
September 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.27,7.05
October 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,46.89,9.86
November 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,48.41,7.72
December 2001,"Louisville, KY: Louisville Muhammad Ali International",SDF,38.11,12.07
January 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.02,11.4
February 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,45.24,9.54
March 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,47.75,13.08
April 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,47.06,10.91
May 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,51.31,16.28
June 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.59,18.18
July 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.03,20.09
August 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.45,13.56
September 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,49.79,8.64
October 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,45.32,10.66
November 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.36,10.23
December 2002,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.78,16.3
January 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.26,10.68
February 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,51.82,14.96
March 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.36,11.08
April 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.34,8.36
May 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.59,10.29
June 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.76,11.62
July 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.05,14.13
August 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.16,11.96
September 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.94,8.63
October 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,48.98,9.92
November 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,46.85,13.51
December 2003,"Louisville, KY: Louisville Muhammad Ali International",SDF,49.42,15.93
January 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.56,15.16
February 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,50.7,15.78
March 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,51.36,13.16
April 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,43.95,11.62
May 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.92,20.67
June 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.34,25.17
July 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.83,22.49
August 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.67,18.01
September 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.76,9.53
October 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,50.1,14.53
November 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.72,16.62
December 2004,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.64,21.29
January 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.65,19.2
February 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.25,13.12
March 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.35,15.31
April 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.28,11.45
May 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.92,12.12
June 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.36,17.77
July 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.69,22.48
August 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,60.1,17.56
September 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,46.55,12.12
October 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.66,14.7
November 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.52,16.78
December 2005,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.25,24.12
January 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.29,15.34
February 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.84,18.36
March 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.16,18.15
April 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,50.87,18.16
May 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.54,23.66
June 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.15,30.45
July 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.81,26.36
August 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.73,20.53
September 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,60.95,17.81
October 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.4,21.87
November 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.12,16.91
December 2006,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.59,22.17
January 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.36,18.22
February 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.48,25.56
March 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.38,22.33
April 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.77,19.12
May 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.25,15.05
June 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.64,22.7
July 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.59,21.45
August 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.07,18.26
September 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.01,12.12
October 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.57,16.55
November 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.92,14.36
December 2007,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.29,26.6
January 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.49,18.84
February 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,71.37,28.13
March 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,66.43,23.48
April 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,60.54,15.86
May 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,73.3,15.18
June 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,75.35,23.69
July 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.96,17.81
August 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.82,14.27
September 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,65.64,12.11
October 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.6,9.47
November 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.57,14.15
December 2008,"Louisville, KY: Louisville Muhammad Ali International",SDF,70.91,27.49
January 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,71.3,16.8
February 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,65.64,13.7
March 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.48,15.52
April 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.39,17.96
May 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.35,15.8
June 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.46,20.46
July 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.17,18.71
August 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.4,19.17
September 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.31,12.29
October 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.92,19.92
November 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.05,12.09
December 2009,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.71,26.0
January 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.96,17.6
February 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,60.55,17.06
March 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,70.32,16.76
April 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,51.41,11.75
May 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.41,17.25
June 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.28,19.4
July 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.18,19.08
August 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.91,13.8
September 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.19,10.96
October 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.03,15.17
November 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.12,15.01
December 2010,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.91,21.97
January 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.39,16.06
February 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.45,15.72
March 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.4,16.58
April 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.99,21.29
May 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.6,19.4
June 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.77,19.01
July 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,69.2,15.85
August 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,71.57,12.9
September 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,66.72,13.33
October 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.83,10.89
November 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,60.99,11.17
December 2011,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.44,12.68
January 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.78,12.78
February 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.65,11.26
March 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.73,14.61
April 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.11,13.26
May 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.67,14.51
June 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.57,15.61
July 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,73.16,20.56
August 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,72.57,18.07
September 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.29,14.65
October 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.16,16.17
November 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.28,14.4
December 2012,"Louisville, KY: Louisville Muhammad Ali International",SDF,66.53,22.29
January 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.17,14.76
February 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.73,18.1
March 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.96,17.89
April 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,72.72,21.09
May 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.51,19.47
June 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,79.41,28.18
July 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,69.99,21.81
August 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,55.5,17.0
September 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,72.69,11.65
October 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,56.41,18.48
November 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,52.18,14.29
December 2013,"Louisville, KY: Louisville Muhammad Ali International",SDF,54.43,25.02
January 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,69.17,23.07
February 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,66.66,22.37
March 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,57.11,22.56
April 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.34,24.08
May 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,58.99,24.21
June 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.35,25.5
July 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.18,24.15
August 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.81,20.49
September 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.48,17.0
October 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,64.61,19.91
November 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.16,18.8
December 2014,"Louisville, KY: Louisville Muhammad Ali International",SDF,59.6,18.71
January 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,50.74,18.33
February 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,65.58,19.29
March 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,79.88,15.98
April 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,74.18,16.58
May 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,71.66,13.75
June 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,73.96,19.2
July 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,67.48,15.79
August 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,68.29,13.17
September 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,69.23,11.82
October 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,43.33,11.27
November 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,53.58,15.28
December 2015,"Louisville, KY: Louisville Muhammad Ali International",SDF,62.16,18.72
January 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,72.17,15.82
February 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,90.58,14.15
March 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.44,15.1
April 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,65.55,14.03
May 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,63.36,15.33
June 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,61.52,19.58
July 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,70.77,21.53
August 2016,"Louisville, KY: Louisville Muhammad Ali International",SDF,81.52,15.02
