notes,state,statecode,year,yearcode,month,monthcode,births,time
,Oklahoma,40,2019,2019,March,3,3927,147
,Oklahoma,40,2019,2019,April,4,3915,148
,Oklahoma,40,2019,2019,May,5,4129,149
,Oklahoma,40,2019,2019,June,6,3898,150
,Oklahoma,40,2019,2019,July,7,4344,151
,Oklahoma,40,2019,2019,August,8,4493,152
,Oklahoma,40,2019,2019,September,9,4320,153
,Oklahoma,40,2019,2019,October,10,4294,154
,Oklahoma,40,2019,2019,November,11,3912,155
,Oklahoma,40,2019,2019,December,12,4173,156
,Oklahoma,40,2020,2020,January,1,4065,157
,Oklahoma,40,2020,2020,February,2,3684,158
,Oklahoma,40,2020,2020,March,3,4026,159
,Oklahoma,40,2020,2020,April,4,3851,160
,Oklahoma,40,2020,2020,May,5,3811,161
,Oklahoma,40,2020,2020,June,6,3934,162
,Oklahoma,40,2020,2020,July,7,4183,163
,Oklahoma,40,2020,2020,August,8,4205,164
,Oklahoma,40,2020,2020,September,9,4142,165
,Oklahoma,40,2020,2020,October,10,4028,166
,Oklahoma,40,2020,2020,November,11,3772,167
,Oklahoma,40,2020,2020,December,12,3922,168
,Oklahoma,40,2021,2021,January,1,3760,169
,Oklahoma,40,2021,2021,February,2,3507,170
,Oklahoma,40,2021,2021,March,3,4060,171
,Oklahoma,40,2021,2021,April,4,3781,172
,Oklahoma,40,2021,2021,May,5,3961,173
,Oklahoma,40,2021,2021,June,6,4172,174
,Oklahoma,40,2021,2021,July,7,4326,175
,Oklahoma,40,2021,2021,August,8,4317,176
,Oklahoma,40,2021,2021,September,9,4245,177
,Oklahoma,40,2021,2021,October,10,4068,178
,Oklahoma,40,2021,2021,November,11,3994,179
,Oklahoma,40,2021,2021,December,12,4219,180
,Oklahoma,40,2022,2022,January,1,3962,181
,Oklahoma,40,2022,2022,February,2,3588,182
,Oklahoma,40,2022,2022,March,3,4039,183
,Oklahoma,40,2022,2022,April,4,3735,184
,Oklahoma,40,2022,2022,May,5,3807,185
,Oklahoma,40,2022,2022,June,6,3926,186
,Oklahoma,40,2022,2022,July,7,4275,187
,Oklahoma,40,2022,2022,August,8,4552,188
,Oklahoma,40,2022,2022,September,9,4078,189
,Oklahoma,40,2022,2022,October,10,3950,190
,Oklahoma,40,2022,2022,November,11,4142,191
,Oklahoma,40,2022,2022,December,12,4278,192
,Oregon,41,2007,2007,January,1,3892,1
,Oregon,41,2007,2007,February,2,3757,2
,Oregon,41,2007,2007,March,3,4107,3
,Oregon,41,2007,2007,April,4,4062,4
,Oregon,41,2007,2007,May,5,4472,5
,Oregon,41,2007,2007,June,6,4213,6
,Oregon,41,2007,2007,July,7,4506,7
,Oregon,41,2007,2007,August,8,4342,8
,Oregon,41,2007,2007,September,9,4138,9
,Oregon,41,2007,2007,October,10,4141,10
,Oregon,41,2007,2007,November,11,3889,11
,Oregon,41,2007,2007,December,12,3859,12
,Oregon,41,2008,2008,January,1,3880,13
,Oregon,41,2008,2008,February,2,3935,14
,Oregon,41,2008,2008,March,3,4047,15
,Oregon,41,2008,2008,April,4,4206,16
,Oregon,41,2008,2008,May,5,4460,17
,Oregon,41,2008,2008,June,6,4245,18
,Oregon,41,2008,2008,July,7,4405,19
,Oregon,41,2008,2008,August,8,4280,20
,Oregon,41,2008,2008,September,9,4015,21
,Oregon,41,2008,2008,October,10,4112,22
,Oregon,41,2008,2008,November,11,3592,23
,Oregon,41,2008,2008,December,12,3919,24
,Oregon,41,2009,2009,January,1,3726,25
,Oregon,41,2009,2009,February,2,3598,26
,Oregon,41,2009,2009,March,3,4064,27
,Oregon,41,2009,2009,April,4,3955,28
,Oregon,41,2009,2009,May,5,4100,29
,Oregon,41,2009,2009,June,6,4148,30
,Oregon,41,2009,2009,July,7,4259,31
,Oregon,41,2009,2009,August,8,4103,32
,Oregon,41,2009,2009,September,9,4055,33
,Oregon,41,2009,2009,October,10,3894,34
,Oregon,41,2009,2009,November,11,3538,35
,Oregon,41,2009,2009,December,12,3692,36
,Oregon,41,2010,2010,January,1,3511,37
,Oregon,41,2010,2010,February,2,3351,38
,Oregon,41,2010,2010,March,3,3923,39
,Oregon,41,2010,2010,April,4,3890,40
,Oregon,41,2010,2010,May,5,4034,41
,Oregon,41,2010,2010,June,6,3939,42
,Oregon,41,2010,2010,July,7,3979,43
,Oregon,41,2010,2010,August,8,3985,44
,Oregon,41,2010,2010,September,9,3841,45
,Oregon,41,2010,2010,October,10,3736,46
,Oregon,41,2010,2010,November,11,3518,47
,Oregon,41,2010,2010,December,12,3833,48
,Oregon,41,2011,2011,January,1,3564,49
,Oregon,41,2011,2011,February,2,3278,50
,Oregon,41,2011,2011,March,3,3872,51
,Oregon,41,2011,2011,April,4,3774,52
,Oregon,41,2011,2011,May,5,4005,53
,Oregon,41,2011,2011,June,6,4001,54
,Oregon,41,2011,2011,July,7,3960,55
,Oregon,41,2011,2011,August,8,4040,56
,Oregon,41,2011,2011,September,9,3781,57
,Oregon,41,2011,2011,October,10,3735,58
,Oregon,41,2011,2011,November,11,3521,59
,Oregon,41,2011,2011,December,12,3624,60
,Oregon,41,2012,2012,January,1,3442,61
,Oregon,41,2012,2012,February,2,3493,62
,Oregon,41,2012,2012,March,3,3758,63
,Oregon,41,2012,2012,April,4,3696,64
,Oregon,41,2012,2012,May,5,3995,65
,Oregon,41,2012,2012,June,6,3863,66
,Oregon,41,2012,2012,July,7,3959,67
,Oregon,41,2012,2012,August,8,4164,68
,Oregon,41,2012,2012,September,9,3857,69
,Oregon,41,2012,2012,October,10,3716,70
,Oregon,41,2012,2012,November,11,3491,71
,Oregon,41,2012,2012,December,12,3633,72
,Oregon,41,2013,2013,January,1,3585,73
,Oregon,41,2013,2013,February,2,3309,74
,Oregon,41,2013,2013,March,3,3794,75
,Oregon,41,2013,2013,April,4,3793,76
,Oregon,41,2013,2013,May,5,3913,77
,Oregon,41,2013,2013,June,6,3774,78
,Oregon,41,2013,2013,July,7,4101,79
,Oregon,41,2013,2013,August,8,4014,80
,Oregon,41,2013,2013,September,9,3832,81
,Oregon,41,2013,2013,October,10,3808,82
,Oregon,41,2013,2013,November,11,3514,83
,Oregon,41,2013,2013,December,12,3718,84
,Oregon,41,2014,2014,January,1,3625,85
,Oregon,41,2014,2014,February,2,3351,86
,Oregon,41,2014,2014,March,3,3659,87
,Oregon,41,2014,2014,April,4,3801,88
,Oregon,41,2014,2014,May,5,4044,89
,Oregon,41,2014,2014,June,6,3982,90
,Oregon,41,2014,2014,July,7,4074,91
,Oregon,41,2014,2014,August,8,4082,92
,Oregon,41,2014,2014,September,9,3868,93
,Oregon,41,2014,2014,October,10,3728,94
,Oregon,41,2014,2014,November,11,3582,95
,Oregon,41,2014,2014,December,12,3760,96
,Oregon,41,2015,2015,January,1,3631,97
,Oregon,41,2015,2015,February,2,3470,98
,Oregon,41,2015,2015,March,3,3837,99
,Oregon,41,2015,2015,April,4,3817,100
,Oregon,41,2015,2015,May,5,3916,101
,Oregon,41,2015,2015,June,6,3897,102
,Oregon,41,2015,2015,July,7,3955,103
,Oregon,41,2015,2015,August,8,4030,104
,Oregon,41,2015,2015,September,9,3936,105
,Oregon,41,2015,2015,October,10,3862,106
,Oregon,41,2015,2015,November,11,3550,107
,Oregon,41,2015,2015,December,12,3754,108
,Oregon,41,2016,2016,January,1,3657,109
,Oregon,41,2016,2016,February,2,3580,110
,Oregon,41,2016,2016,March,3,3921,111
,Oregon,41,2016,2016,April,4,3703,112
,Oregon,41,2016,2016,May,5,3896,113
,Oregon,41,2016,2016,June,6,3805,114
,Oregon,41,2016,2016,July,7,4089,115
,Oregon,41,2016,2016,August,8,4019,116
,Oregon,41,2016,2016,September,9,3918,117
,Oregon,41,2016,2016,October,10,3711,118
,Oregon,41,2016,2016,November,11,3607,119
,Oregon,41,2016,2016,December,12,3629,120
,Oregon,41,2017,2017,January,1,3491,121
,Oregon,41,2017,2017,February,2,3256,122
,Oregon,41,2017,2017,March,3,3665,123
,Oregon,41,2017,2017,April,4,3571,124
,Oregon,41,2017,2017,May,5,3867,125
,Oregon,41,2017,2017,June,6,3776,126
,Oregon,41,2017,2017,July,7,3802,127
,Oregon,41,2017,2017,August,8,3903,128
,Oregon,41,2017,2017,September,9,3770,129
,Oregon,41,2017,2017,October,10,3603,130
,Oregon,41,2017,2017,November,11,3416,131
,Oregon,41,2017,2017,December,12,3511,132
,Oregon,41,2018,2018,January,1,3510,133
,Oregon,41,2018,2018,February,2,3107,134
,Oregon,41,2018,2018,March,3,3605,135
,Oregon,41,2018,2018,April,4,3359,136
,Oregon,41,2018,2018,May,5,3679,137
,Oregon,41,2018,2018,June,6,3647,138
,Oregon,41,2018,2018,July,7,3731,139
,Oregon,41,2018,2018,August,8,3902,140
,Oregon,41,2018,2018,September,9,3442,141
,Oregon,41,2018,2018,October,10,3548,142
,Oregon,41,2018,2018,November,11,3344,143
,Oregon,41,2018,2018,December,12,3314,144
,Oregon,41,2019,2019,January,1,3461,145
,Oregon,41,2019,2019,February,2,3229,146
,Oregon,41,2019,2019,March,3,3516,147
,Oregon,41,2019,2019,April,4,3502,148
,Oregon,41,2019,2019,May,5,3585,149
,Oregon,41,2019,2019,June,6,3644,150
,Oregon,41,2019,2019,July,7,3743,151
,Oregon,41,2019,2019,August,8,3630,152
,Oregon,41,2019,2019,September,9,3451,153
,Oregon,41,2019,2019,October,10,3506,154
,Oregon,41,2019,2019,November,11,3248,155
,Oregon,41,2019,2019,December,12,3343,156
,Oregon,41,2020,2020,January,1,3239,157
,Oregon,41,2020,2020,February,2,3104,158
,Oregon,41,2020,2020,March,3,3364,159
,Oregon,41,2020,2020,April,4,3384,160
,Oregon,41,2020,2020,May,5,3495,161
,Oregon,41,2020,2020,June,6,3413,162
,Oregon,41,2020,2020,July,7,3638,163
,Oregon,41,2020,2020,August,8,3462,164
,Oregon,41,2020,2020,September,9,3306,165
,Oregon,41,2020,2020,October,10,3316,166
,Oregon,41,2020,2020,November,11,2954,167
,Oregon,41,2020,2020,December,12,3145,168
,Oregon,41,2021,2021,January,1,3102,169
,Oregon,41,2021,2021,February,2,2873,170
,Oregon,41,2021,2021,March,3,3419,171
,Oregon,41,2021,2021,April,4,3361,172
,Oregon,41,2021,2021,May,5,3525,173
,Oregon,41,2021,2021,June,6,3551,174
,Oregon,41,2021,2021,July,7,3681,175
,Oregon,41,2021,2021,August,8,3677,176
,Oregon,41,2021,2021,September,9,3550,177
,Oregon,41,2021,2021,October,10,3515,178
,Oregon,41,2021,2021,November,11,3330,179
,Oregon,41,2021,2021,December,12,3330,180
,Oregon,41,2022,2022,January,1,3139,181
,Oregon,41,2022,2022,February,2,2998,182
,Oregon,41,2022,2022,March,3,3373,183
,Oregon,41,2022,2022,April,4,3173,184
,Oregon,41,2022,2022,May,5,3321,185
,Oregon,41,2022,2022,June,6,3367,186
,Oregon,41,2022,2022,July,7,3406,187
,Oregon,41,2022,2022,August,8,3537,188
,Oregon,41,2022,2022,September,9,3428,189
,Oregon,41,2022,2022,October,10,3151,190
,Oregon,41,2022,2022,November,11,3298,191
,Oregon,41,2022,2022,December,12,3302,192
,Pennsylvania,42,2007,2007,January,1,12304,1
,Pennsylvania,42,2007,2007,February,2,11305,2
,Pennsylvania,42,2007,2007,March,3,12771,3
,Pennsylvania,42,2007,2007,April,4,12198,4
,Pennsylvania,42,2007,2007,May,5,12827,5
,Pennsylvania,42,2007,2007,June,6,12428,6
,Pennsylvania,42,2007,2007,July,7,13405,7
,Pennsylvania,42,2007,2007,August,8,13455,8
,Pennsylvania,42,2007,2007,September,9,12684,9
,Pennsylvania,42,2007,2007,October,10,12629,10
,Pennsylvania,42,2007,2007,November,11,12338,11
,Pennsylvania,42,2007,2007,December,12,12369,12
,Pennsylvania,42,2008,2008,January,1,12088,13
,Pennsylvania,42,2008,2008,February,2,12065,14
,Pennsylvania,42,2008,2008,March,3,12451,15
,Pennsylvania,42,2008,2008,April,4,12716,16
,Pennsylvania,42,2008,2008,May,5,12696,17
,Pennsylvania,42,2008,2008,June,6,12392,18
,Pennsylvania,42,2008,2008,July,7,13275,19
,Pennsylvania,42,2008,2008,August,8,13119,20
,Pennsylvania,42,2008,2008,September,9,12953,21
,Pennsylvania,42,2008,2008,October,10,12374,22
,Pennsylvania,42,2008,2008,November,11,11120,23
,Pennsylvania,42,2008,2008,December,12,12024,24
,Pennsylvania,42,2009,2009,January,1,11949,25
,Pennsylvania,42,2009,2009,February,2,11194,26
,Pennsylvania,42,2009,2009,March,3,12474,27
,Pennsylvania,42,2009,2009,April,4,11996,28
,Pennsylvania,42,2009,2009,May,5,12635,29
,Pennsylvania,42,2009,2009,June,6,12287,30
,Pennsylvania,42,2009,2009,July,7,13072,31
,Pennsylvania,42,2009,2009,August,8,12823,32
,Pennsylvania,42,2009,2009,September,9,12752,33
,Pennsylvania,42,2009,2009,October,10,12153,34
,Pennsylvania,42,2009,2009,November,11,11235,35
,Pennsylvania,42,2009,2009,December,12,11864,36
,Pennsylvania,42,2010,2010,January,1,11315,37
,Pennsylvania,42,2010,2010,February,2,10818,38
,Pennsylvania,42,2010,2010,March,3,12311,39
,Pennsylvania,42,2010,2010,April,4,11887,40
,Pennsylvania,42,2010,2010,May,5,12034,41
,Pennsylvania,42,2010,2010,June,6,12184,42
,Pennsylvania,42,2010,2010,July,7,12460,43
,Pennsylvania,42,2010,2010,August,8,12529,44
,Pennsylvania,42,2010,2010,September,9,12330,45
,Pennsylvania,42,2010,2010,October,10,12131,46
,Pennsylvania,42,2010,2010,November,11,11428,47
,Pennsylvania,42,2010,2010,December,12,11894,48
,Pennsylvania,42,2011,2011,January,1,11432,49
,Pennsylvania,42,2011,2011,February,2,10630,50
,Pennsylvania,42,2011,2011,March,3,11912,51
,Pennsylvania,42,2011,2011,April,4,11562,52
,Pennsylvania,42,2011,2011,May,5,12049,53
,Pennsylvania,42,2011,2011,June,6,12573,54
,Pennsylvania,42,2011,2011,July,7,12633,55
,Pennsylvania,42,2011,2011,August,8,13049,56
,Pennsylvania,42,2011,2011,September,9,12506,57
,Pennsylvania,42,2011,2011,October,10,11796,58
,Pennsylvania,42,2011,2011,November,11,11483,59
,Pennsylvania,42,2011,2011,December,12,11553,60
,Pennsylvania,42,2012,2012,January,1,11405,61
,Pennsylvania,42,2012,2012,February,2,10808,62
,Pennsylvania,42,2012,2012,March,3,11751,63
,Pennsylvania,42,2012,2012,April,4,11245,64
,Pennsylvania,42,2012,2012,May,5,12147,65
,Pennsylvania,42,2012,2012,June,6,11720,66
,Pennsylvania,42,2012,2012,July,7,12680,67
,Pennsylvania,42,2012,2012,August,8,13045,68
,Pennsylvania,42,2012,2012,September,9,12234,69
,Pennsylvania,42,2012,2012,October,10,12343,70
,Pennsylvania,42,2012,2012,November,11,11619,71
,Pennsylvania,42,2012,2012,December,12,11517,72
,Pennsylvania,42,2013,2013,January,1,11519,73
,Pennsylvania,42,2013,2013,February,2,10332,74
,Pennsylvania,42,2013,2013,March,3,11538,75
,Pennsylvania,42,2013,2013,April,4,11116,76
,Pennsylvania,42,2013,2013,May,5,12195,77
,Pennsylvania,42,2013,2013,June,6,11655,78
,Pennsylvania,42,2013,2013,July,7,12630,79
,Pennsylvania,42,2013,2013,August,8,12893,80
,Pennsylvania,42,2013,2013,September,9,11967,81
,Pennsylvania,42,2013,2013,October,10,12138,82
,Pennsylvania,42,2013,2013,November,11,11318,83
,Pennsylvania,42,2013,2013,December,12,11620,84
,Pennsylvania,42,2014,2014,January,1,11570,85
,Pennsylvania,42,2014,2014,February,2,10710,86
,Pennsylvania,42,2014,2014,March,3,11627,87
,Pennsylvania,42,2014,2014,April,4,11593,88
,Pennsylvania,42,2014,2014,May,5,12183,89
,Pennsylvania,42,2014,2014,June,6,11953,90
,Pennsylvania,42,2014,2014,July,7,12884,91
,Pennsylvania,42,2014,2014,August,8,12644,92
,Pennsylvania,42,2014,2014,September,9,12232,93
,Pennsylvania,42,2014,2014,October,10,11973,94
,Pennsylvania,42,2014,2014,November,11,11156,95
,Pennsylvania,42,2014,2014,December,12,11743,96
,Pennsylvania,42,2015,2015,January,1,11342,97
,Pennsylvania,42,2015,2015,February,2,10687,98
,Pennsylvania,42,2015,2015,March,3,11725,99
,Pennsylvania,42,2015,2015,April,4,11593,100
,Pennsylvania,42,2015,2015,May,5,11982,101
,Pennsylvania,42,2015,2015,June,6,11932,102
,Pennsylvania,42,2015,2015,July,7,12595,103
,Pennsylvania,42,2015,2015,August,8,12504,104
,Pennsylvania,42,2015,2015,September,9,12206,105
,Pennsylvania,42,2015,2015,October,10,11923,106
,Pennsylvania,42,2015,2015,November,11,10994,107
,Pennsylvania,42,2015,2015,December,12,11564,108
,Pennsylvania,42,2016,2016,January,1,11035,109
,Pennsylvania,42,2016,2016,February,2,10711,110
,Pennsylvania,42,2016,2016,March,3,11655,111
,Pennsylvania,42,2016,2016,April,4,11389,112
,Pennsylvania,42,2016,2016,May,5,11948,113
,Pennsylvania,42,2016,2016,June,6,11842,114
,Pennsylvania,42,2016,2016,July,7,12305,115
,Pennsylvania,42,2016,2016,August,8,12623,116
,Pennsylvania,42,2016,2016,September,9,11980,117
,Pennsylvania,42,2016,2016,October,10,11591,118
,Pennsylvania,42,2016,2016,November,11,11008,119
,Pennsylvania,42,2016,2016,December,12,11322,120
,Pennsylvania,42,2017,2017,January,1,11048,121
,Pennsylvania,42,2017,2017,February,2,10274,122
,Pennsylvania,42,2017,2017,March,3,11374,123
,Pennsylvania,42,2017,2017,April,4,10962,124
,Pennsylvania,42,2017,2017,May,5,11623,125
,Pennsylvania,42,2017,2017,June,6,11600,126
,Pennsylvania,42,2017,2017,July,7,12017,127
,Pennsylvania,42,2017,2017,August,8,12580,128
,Pennsylvania,42,2017,2017,September,9,12289,129
,Pennsylvania,42,2017,2017,October,10,11882,130
,Pennsylvania,42,2017,2017,November,11,10932,131
,Pennsylvania,42,2017,2017,December,12,11164,132
,Pennsylvania,42,2018,2018,January,1,11066,133
,Pennsylvania,42,2018,2018,February,2,9982,134
,Pennsylvania,42,2018,2018,March,3,11435,135
,Pennsylvania,42,2018,2018,April,4,10753,136
,Pennsylvania,42,2018,2018,May,5,11808,137
,Pennsylvania,42,2018,2018,June,6,11527,138
,Pennsylvania,42,2018,2018,July,7,11975,139
,Pennsylvania,42,2018,2018,August,8,12167,140
,Pennsylvania,42,2018,2018,September,9,11508,141
,Pennsylvania,42,2018,2018,October,10,11729,142
,Pennsylvania,42,2018,2018,November,11,10665,143
,Pennsylvania,42,2018,2018,December,12,11058,144
,Pennsylvania,42,2019,2019,January,1,11125,145
,Pennsylvania,42,2019,2019,February,2,9919,146
,Pennsylvania,42,2019,2019,March,3,11009,147
,Pennsylvania,42,2019,2019,April,4,10835,148
,Pennsylvania,42,2019,2019,May,5,11295,149
,Pennsylvania,42,2019,2019,June,6,11021,150
,Pennsylvania,42,2019,2019,July,7,12094,151
,Pennsylvania,42,2019,2019,August,8,12307,152
,Pennsylvania,42,2019,2019,September,9,11761,153
,Pennsylvania,42,2019,2019,October,10,11607,154
,Pennsylvania,42,2019,2019,November,11,10403,155
,Pennsylvania,42,2019,2019,December,12,10854,156
,Pennsylvania,42,2020,2020,January,1,10875,157
,Pennsylvania,42,2020,2020,February,2,10073,158
,Pennsylvania,42,2020,2020,March,3,10824,159
,Pennsylvania,42,2020,2020,April,4,10574,160
,Pennsylvania,42,2020,2020,May,5,11163,161
,Pennsylvania,42,2020,2020,June,6,11158,162
,Pennsylvania,42,2020,2020,July,7,11773,163
,Pennsylvania,42,2020,2020,August,8,11552,164
,Pennsylvania,42,2020,2020,September,9,11087,165
,Pennsylvania,42,2020,2020,October,10,11060,166
,Pennsylvania,42,2020,2020,November,11,10259,167
,Pennsylvania,42,2020,2020,December,12,10295,168
,Pennsylvania,42,2021,2021,January,1,10145,169
,Pennsylvania,42,2021,2021,February,2,9647,170
,Pennsylvania,42,2021,2021,March,3,11000,171
,Pennsylvania,42,2021,2021,April,4,10851,172
,Pennsylvania,42,2021,2021,May,5,11055,173
,Pennsylvania,42,2021,2021,June,6,11510,174
,Pennsylvania,42,2021,2021,July,7,12222,175
,Pennsylvania,42,2021,2021,August,8,11785,176
,Pennsylvania,42,2021,2021,September,9,11555,177
,Pennsylvania,42,2021,2021,October,10,11285,178
,Pennsylvania,42,2021,2021,November,11,10752,179
,Pennsylvania,42,2021,2021,December,12,10815,180
,Pennsylvania,42,2022,2022,January,1,10351,181
,Pennsylvania,42,2022,2022,February,2,9701,182
,Pennsylvania,42,2022,2022,March,3,10794,183
,Pennsylvania,42,2022,2022,April,4,10599,184
,Pennsylvania,42,2022,2022,May,5,10809,185
,Pennsylvania,42,2022,2022,June,6,10991,186
,Pennsylvania,42,2022,2022,July,7,11613,187
,Pennsylvania,42,2022,2022,August,8,11817,188
,Pennsylvania,42,2022,2022,September,9,11114,189
,Pennsylvania,42,2022,2022,October,10,10806,190
,Pennsylvania,42,2022,2022,November,11,10780,191
,Pennsylvania,42,2022,2022,December,12,10877,192
,Rhode Island,44,2007,2007,January,1,1012,1
,Rhode Island,44,2007,2007,February,2,925,2
,Rhode Island,44,2007,2007,March,3,1065,3
,Rhode Island,44,2007,2007,April,4,1035,4
,Rhode Island,44,2007,2007,May,5,1157,5
,Rhode Island,44,2007,2007,June,6,1029,6
,Rhode Island,44,2007,2007,July,7,1083,7
,Rhode Island,44,2007,2007,August,8,1145,8
,Rhode Island,44,2007,2007,September,9,999,9
,Rhode Island,44,2007,2007,October,10,1043,10
,Rhode Island,44,2007,2007,November,11,968,11
,Rhode Island,44,2007,2007,December,12,915,12
,Rhode Island,44,2008,2008,January,1,988,13
,Rhode Island,44,2008,2008,February,2,959,14
,Rhode Island,44,2008,2008,March,3,1046,15
,Rhode Island,44,2008,2008,April,4,1036,16
,Rhode Island,44,2008,2008,May,5,1070,17
,Rhode Island,44,2008,2008,June,6,1040,18
,Rhode Island,44,2008,2008,July,7,1041,19
,Rhode Island,44,2008,2008,August,8,1044,20
,Rhode Island,44,2008,2008,September,9,982,21
,Rhode Island,44,2008,2008,October,10,1028,22
,Rhode Island,44,2008,2008,November,11,902,23
,Rhode Island,44,2008,2008,December,12,912,24
,Rhode Island,44,2009,2009,January,1,976,25
,Rhode Island,44,2009,2009,February,2,858,26
,Rhode Island,44,2009,2009,March,3,968,27
,Rhode Island,44,2009,2009,April,4,936,28
,Rhode Island,44,2009,2009,May,5,975,29
,Rhode Island,44,2009,2009,June,6,984,30
,Rhode Island,44,2009,2009,July,7,1000,31
,Rhode Island,44,2009,2009,August,8,1027,32
,Rhode Island,44,2009,2009,September,9,991,33
,Rhode Island,44,2009,2009,October,10,953,34
,Rhode Island,44,2009,2009,November,11,832,35
,Rhode Island,44,2009,2009,December,12,942,36
,Rhode Island,44,2010,2010,January,1,922,37
,Rhode Island,44,2010,2010,February,2,808,38
,Rhode Island,44,2010,2010,March,3,950,39
,Rhode Island,44,2010,2010,April,4,947,40
,Rhode Island,44,2010,2010,May,5,957,41
,Rhode Island,44,2010,2010,June,6,966,42
,Rhode Island,44,2010,2010,July,7,971,43
,Rhode Island,44,2010,2010,August,8,961,44
,Rhode Island,44,2010,2010,September,9,963,45
,Rhode Island,44,2010,2010,October,10,948,46
,Rhode Island,44,2010,2010,November,11,889,47
,Rhode Island,44,2010,2010,December,12,895,48
,Rhode Island,44,2011,2011,January,1,887,49
,Rhode Island,44,2011,2011,February,2,795,50
,Rhode Island,44,2011,2011,March,3,910,51
,Rhode Island,44,2011,2011,April,4,943,52
,Rhode Island,44,2011,2011,May,5,939,53
,Rhode Island,44,2011,2011,June,6,898,54
,Rhode Island,44,2011,2011,July,7,977,55
,Rhode Island,44,2011,2011,August,8,1030,56
,Rhode Island,44,2011,2011,September,9,960,57
,Rhode Island,44,2011,2011,October,10,908,58
,Rhode Island,44,2011,2011,November,11,863,59
,Rhode Island,44,2011,2011,December,12,850,60
,Rhode Island,44,2012,2012,January,1,875,61
,Rhode Island,44,2012,2012,February,2,876,62
,Rhode Island,44,2012,2012,March,3,902,63
,Rhode Island,44,2012,2012,April,4,878,64
,Rhode Island,44,2012,2012,May,5,931,65
,Rhode Island,44,2012,2012,June,6,953,66
,Rhode Island,44,2012,2012,July,7,937,67
,Rhode Island,44,2012,2012,August,8,992,68
,Rhode Island,44,2012,2012,September,9,920,69
,Rhode Island,44,2012,2012,October,10,928,70
,Rhode Island,44,2012,2012,November,11,892,71
,Rhode Island,44,2012,2012,December,12,842,72
,Rhode Island,44,2013,2013,January,1,899,73
,Rhode Island,44,2013,2013,February,2,815,74
,Rhode Island,44,2013,2013,March,3,884,75
,Rhode Island,44,2013,2013,April,4,891,76
,Rhode Island,44,2013,2013,May,5,953,77
,Rhode Island,44,2013,2013,June,6,914,78
,Rhode Island,44,2013,2013,July,7,984,79
,Rhode Island,44,2013,2013,August,8,944,80
,Rhode Island,44,2013,2013,September,9,868,81
,Rhode Island,44,2013,2013,October,10,951,82
,Rhode Island,44,2013,2013,November,11,880,83
,Rhode Island,44,2013,2013,December,12,826,84
,Rhode Island,44,2014,2014,January,1,851,85
,Rhode Island,44,2014,2014,February,2,842,86
,Rhode Island,44,2014,2014,March,3,871,87
,Rhode Island,44,2014,2014,April,4,861,88
,Rhode Island,44,2014,2014,May,5,900,89
,Rhode Island,44,2014,2014,June,6,950,90
,Rhode Island,44,2014,2014,July,7,967,91
,Rhode Island,44,2014,2014,August,8,967,92
,Rhode Island,44,2014,2014,September,9,918,93
,Rhode Island,44,2014,2014,October,10,914,94
,Rhode Island,44,2014,2014,November,11,895,95
,Rhode Island,44,2014,2014,December,12,887,96
,Rhode Island,44,2015,2015,January,1,901,97
,Rhode Island,44,2015,2015,February,2,801,98
,Rhode Island,44,2015,2015,March,3,881,99
,Rhode Island,44,2015,2015,April,4,910,100
,Rhode Island,44,2015,2015,May,5,874,101
,Rhode Island,44,2015,2015,June,6,959,102
,Rhode Island,44,2015,2015,July,7,1028,103
,Rhode Island,44,2015,2015,August,8,1003,104
,Rhode Island,44,2015,2015,September,9,906,105
,Rhode Island,44,2015,2015,October,10,991,106
,Rhode Island,44,2015,2015,November,11,887,107
,Rhode Island,44,2015,2015,December,12,852,108
,Rhode Island,44,2016,2016,January,1,888,109
,Rhode Island,44,2016,2016,February,2,814,110
,Rhode Island,44,2016,2016,March,3,936,111
,Rhode Island,44,2016,2016,April,4,856,112
,Rhode Island,44,2016,2016,May,5,915,113
,Rhode Island,44,2016,2016,June,6,897,114
,Rhode Island,44,2016,2016,July,7,985,115
,Rhode Island,44,2016,2016,August,8,1019,116
,Rhode Island,44,2016,2016,September,9,911,117
,Rhode Island,44,2016,2016,October,10,876,118
,Rhode Island,44,2016,2016,November,11,861,119
,Rhode Island,44,2016,2016,December,12,840,120
,Rhode Island,44,2017,2017,January,1,801,121
,Rhode Island,44,2017,2017,February,2,807,122
,Rhode Island,44,2017,2017,March,3,859,123
,Rhode Island,44,2017,2017,April,4,848,124
,Rhode Island,44,2017,2017,May,5,862,125
,Rhode Island,44,2017,2017,June,6,911,126
,Rhode Island,44,2017,2017,July,7,964,127
,Rhode Island,44,2017,2017,August,8,996,128
,Rhode Island,44,2017,2017,September,9,943,129
,Rhode Island,44,2017,2017,October,10,915,130
,Rhode Island,44,2017,2017,November,11,863,131
,Rhode Island,44,2017,2017,December,12,869,132
,Rhode Island,44,2018,2018,January,1,836,133
,Rhode Island,44,2018,2018,February,2,815,134
,Rhode Island,44,2018,2018,March,3,887,135
,Rhode Island,44,2018,2018,April,4,884,136
,Rhode Island,44,2018,2018,May,5,926,137
,Rhode Island,44,2018,2018,June,6,836,138
,Rhode Island,44,2018,2018,July,7,917,139
,Rhode Island,44,2018,2018,August,8,970,140
,Rhode Island,44,2018,2018,September,9,900,141
